"","Concepto","year","mes","caja","morosidad","Mes"
"963","Créditos pequeñas empresas",2021,1,"CMAC Huancayo",1.59629539212906,2021-01-01
"964","Créditos pequeñas empresas",2021,1,"CMAC Piura",6.92015514424318,2021-01-01
"965","PréstamosPeq",2021,1,"CMAC Arequipa",4.02391105483328,2021-01-01
"966","PréstamosPeq",2021,1,"CMAC Cusco",2.11591471283779,2021-01-01
"967","PréstamosPeq",2021,1,"CMAC Huancayo",1.5968669213924,2021-01-01
"968","PréstamosPeq",2021,1,"CMAC Piura",6.90804588982407,2021-01-01
"969","Créditos a microempresas",2021,1,"CMAC Arequipa",3.49295327807395,2021-01-01
"970","Créditos a microempresas",2021,1,"CMAC Cusco",3.0251587147828,2021-01-01
"971","Créditos a microempresas",2021,1,"CMAC Huancayo",1.50605664085619,2021-01-01
"972","Créditos a microempresas",2021,1,"CMAC Piura",6.61291287661491,2021-01-01
"973","PréstamosMicro",2021,1,"CMAC Arequipa",3.49295327807395,2021-01-01
"974","PréstamosMicro",2021,1,"CMAC Cusco",3.0251587147828,2021-01-01
"975","PréstamosMicro",2021,1,"CMAC Huancayo",1.50605664085619,2021-01-01
"976","PréstamosMicro",2021,1,"CMAC Piura",6.59732166600208,2021-01-01
"977","Créditos pequeñas empresas",2021,2,"CMAC Arequipa",4.42165079028152,2021-02-01
"978","Créditos pequeñas empresas",2021,2,"CMAC Cusco",2.39904831333102,2021-02-01
"979","Créditos pequeñas empresas",2021,2,"CMAC Huancayo",2.27957128009021,2021-02-01
"980","Créditos pequeñas empresas",2021,2,"CMAC Piura",7.67683506649412,2021-02-01
"981","PréstamosPeq",2021,2,"CMAC Arequipa",4.42165079028152,2021-02-01
"982","PréstamosPeq",2021,2,"CMAC Cusco",2.39949616702437,2021-02-01
"983","PréstamosPeq",2021,2,"CMAC Huancayo",2.28033556726583,2021-02-01
"984","PréstamosPeq",2021,2,"CMAC Piura",7.66840354344557,2021-02-01
"985","Créditos a microempresas",2021,2,"CMAC Arequipa",3.65070969202965,2021-02-01
"986","Créditos a microempresas",2021,2,"CMAC Cusco",3.37995473818915,2021-02-01
"987","Créditos a microempresas",2021,2,"CMAC Huancayo",2.14458577175152,2021-02-01
"988","Créditos a microempresas",2021,2,"CMAC Piura",7.4744698713855,2021-02-01
"989","PréstamosMicro",2021,2,"CMAC Arequipa",3.65070969202965,2021-02-01
"990","PréstamosMicro",2021,2,"CMAC Cusco",3.37995473818915,2021-02-01
"991","PréstamosMicro",2021,2,"CMAC Huancayo",2.14458577175152,2021-02-01
"992","PréstamosMicro",2021,2,"CMAC Piura",7.45980157581528,2021-02-01
"993","Créditos pequeñas empresas",2021,3,"CMAC Arequipa",4.28901344545991,2021-03-01
"994","Créditos pequeñas empresas",2021,3,"CMAC Cusco",2.67969995887426,2021-03-01
"995","Créditos pequeñas empresas",2021,3,"CMAC Huancayo",3.58855655048687,2021-03-01
"996","Créditos pequeñas empresas",2021,3,"CMAC Piura",9.18919280870957,2021-03-01
"997","PréstamosPeq",2021,3,"CMAC Arequipa",4.28901344545991,2021-03-01
"998","PréstamosPeq",2021,3,"CMAC Cusco",2.68017113883399,2021-03-01
"999","PréstamosPeq",2021,3,"CMAC Huancayo",3.58892242189064,2021-03-01
"1000","PréstamosPeq",2021,3,"CMAC Piura",9.18695885455186,2021-03-01
"1001","Créditos a microempresas",2021,3,"CMAC Arequipa",3.85358131188641,2021-03-01
"1002","Créditos a microempresas",2021,3,"CMAC Cusco",3.86878026873478,2021-03-01
"1003","Créditos a microempresas",2021,3,"CMAC Huancayo",3.59026887443922,2021-03-01
"1004","Créditos a microempresas",2021,3,"CMAC Piura",9.04774256468811,2021-03-01
"1005","PréstamosMicro",2021,3,"CMAC Arequipa",3.85358131188641,2021-03-01
"1006","PréstamosMicro",2021,3,"CMAC Cusco",3.86878026873478,2021-03-01
"1007","PréstamosMicro",2021,3,"CMAC Huancayo",3.59026887443922,2021-03-01
"1008","PréstamosMicro",2021,3,"CMAC Piura",9.02818930230855,2021-03-01
"1009","Créditos pequeñas empresas",2021,4,"CMAC Arequipa",4.23159113512158,2021-04-01
"1010","Créditos pequeñas empresas",2021,4,"CMAC Cusco",2.55330222828598,2021-04-01
"1011","Créditos pequeñas empresas",2021,4,"CMAC Huancayo",4.02789840408553,2021-04-01
"1012","Créditos pequeñas empresas",2021,4,"CMAC Piura",9.4742119276623,2021-04-01
"1013","PréstamosPeq",2021,4,"CMAC Arequipa",4.23159113512158,2021-04-01
"1014","PréstamosPeq",2021,4,"CMAC Cusco",2.55367917767136,2021-04-01
"1015","PréstamosPeq",2021,4,"CMAC Huancayo",4.0282678833843,2021-04-01
"1016","PréstamosPeq",2021,4,"CMAC Piura",9.47267177503299,2021-04-01
"1017","Créditos a microempresas",2021,4,"CMAC Arequipa",3.61092033738147,2021-04-01
"1018","Créditos a microempresas",2021,4,"CMAC Cusco",3.82487564509471,2021-04-01
"1019","Créditos a microempresas",2021,4,"CMAC Huancayo",3.46780301845779,2021-04-01
"1020","Créditos a microempresas",2021,4,"CMAC Piura",10.0174138628818,2021-04-01
"1021","PréstamosMicro",2021,4,"CMAC Arequipa",3.61092033738147,2021-04-01
"1022","PréstamosMicro",2021,4,"CMAC Cusco",3.82487564509471,2021-04-01
"1023","PréstamosMicro",2021,4,"CMAC Huancayo",3.46780301845779,2021-04-01
"1024","PréstamosMicro",2021,4,"CMAC Piura",9.99589341401678,2021-04-01
"1025","Créditos pequeñas empresas",2021,5,"CMAC Arequipa",4.15395914216595,2021-05-01
"1026","Créditos pequeñas empresas",2021,5,"CMAC Cusco",2.73404889929908,2021-05-01
"1027","Créditos pequeñas empresas",2021,5,"CMAC Huancayo",4.1450456663047,2021-05-01
"1028","Créditos pequeñas empresas",2021,5,"CMAC Piura",9.31280957210168,2021-05-01
"1029","PréstamosPeq",2021,5,"CMAC Arequipa",4.15395914216595,2021-05-01
"1030","PréstamosPeq",2021,5,"CMAC Cusco",2.73440124466168,2021-05-01
"1031","PréstamosPeq",2021,5,"CMAC Huancayo",4.14538834901755,2021-05-01
"1032","PréstamosPeq",2021,5,"CMAC Piura",9.31105640289628,2021-05-01
"1033","Créditos a microempresas",2021,5,"CMAC Arequipa",3.43635939140291,2021-05-01
"1034","Créditos a microempresas",2021,5,"CMAC Cusco",4.0552843387145,2021-05-01
"1035","Créditos a microempresas",2021,5,"CMAC Huancayo",3.66106788336894,2021-05-01
"1036","Créditos a microempresas",2021,5,"CMAC Piura",9.7645064132632,2021-05-01
"1037","PréstamosMicro",2021,5,"CMAC Arequipa",3.43635939140291,2021-05-01
"1038","PréstamosMicro",2021,5,"CMAC Cusco",4.05536236141377,2021-05-01
"1039","PréstamosMicro",2021,5,"CMAC Huancayo",3.66106788336894,2021-05-01
"1040","PréstamosMicro",2021,5,"CMAC Piura",9.74461419729786,2021-05-01
"1041","Créditos pequeñas empresas",2021,6,"CMAC Arequipa",4.13764197666792,2021-06-01
"1042","Créditos pequeñas empresas",2021,6,"CMAC Cusco",2.5602471865781,2021-06-01
"1043","Créditos pequeñas empresas",2021,6,"CMAC Huancayo",3.61342165005866,2021-06-01
"1044","Créditos pequeñas empresas",2021,6,"CMAC Piura",8.34749244017253,2021-06-01
"1045","PréstamosPeq",2021,6,"CMAC Arequipa",4.13764197666792,2021-06-01
"1046","PréstamosPeq",2021,6,"CMAC Cusco",2.56055071689385,2021-06-01
"1047","PréstamosPeq",2021,6,"CMAC Huancayo",3.61368822721761,2021-06-01
"1048","PréstamosPeq",2021,6,"CMAC Piura",8.34856338963107,2021-06-01
"1049","Créditos a microempresas",2021,6,"CMAC Arequipa",3.48580862657709,2021-06-01
"1050","Créditos a microempresas",2021,6,"CMAC Cusco",3.73713584197731,2021-06-01
"1051","Créditos a microempresas",2021,6,"CMAC Huancayo",3.17442887143332,2021-06-01
"1052","Créditos a microempresas",2021,6,"CMAC Piura",8.98163732565634,2021-06-01
"1053","PréstamosMicro",2021,6,"CMAC Arequipa",3.48580862657709,2021-06-01
"1054","PréstamosMicro",2021,6,"CMAC Cusco",3.73719172430538,2021-06-01
"1055","PréstamosMicro",2021,6,"CMAC Huancayo",3.17442887143332,2021-06-01
"1056","PréstamosMicro",2021,6,"CMAC Piura",8.96119366685752,2021-06-01
"1057","Créditos pequeñas empresas",2021,7,"CMAC Arequipa",4.15518328359853,2021-07-01
"1058","Créditos pequeñas empresas",2021,7,"CMAC Cusco",2.77002422513863,2021-07-01
"1059","Créditos pequeñas empresas",2021,7,"CMAC Huancayo",4.76687586453505,2021-07-01
"1060","Créditos pequeñas empresas",2021,7,"CMAC Piura",8.42119074616611,2021-07-01
"1061","PréstamosPeq",2021,7,"CMAC Arequipa",4.15518328359853,2021-07-01
"1062","PréstamosPeq",2021,7,"CMAC Cusco",2.77033534754033,2021-07-01
"1063","PréstamosPeq",2021,7,"CMAC Huancayo",4.76719077801668,2021-07-01
"1064","PréstamosPeq",2021,7,"CMAC Piura",8.42214645374014,2021-07-01
"1065","Créditos a microempresas",2021,7,"CMAC Arequipa",3.57702864617559,2021-07-01
"1066","Créditos a microempresas",2021,7,"CMAC Cusco",3.86418599428486,2021-07-01
"1067","Créditos a microempresas",2021,7,"CMAC Huancayo",4.00140149853328,2021-07-01
"1068","Créditos a microempresas",2021,7,"CMAC Piura",8.82019959243856,2021-07-01
"1069","PréstamosMicro",2021,7,"CMAC Arequipa",3.57702864617559,2021-07-01
"1070","PréstamosMicro",2021,7,"CMAC Cusco",3.86422680524782,2021-07-01
"1071","PréstamosMicro",2021,7,"CMAC Huancayo",4.00140149853328,2021-07-01
"1072","PréstamosMicro",2021,7,"CMAC Piura",8.79953849248969,2021-07-01
"1073","Créditos pequeñas empresas",2021,8,"CMAC Arequipa",4.15818140154,2021-08-01
"1074","Créditos pequeñas empresas",2021,8,"CMAC Cusco",2.80863763478785,2021-08-01
"1075","Créditos pequeñas empresas",2021,8,"CMAC Huancayo",4.03190736815719,2021-08-01
"1076","Créditos pequeñas empresas",2021,8,"CMAC Piura",8.21369673167723,2021-08-01
"1077","PréstamosPeq",2021,8,"CMAC Arequipa",4.15818140154,2021-08-01
"1078","PréstamosPeq",2021,8,"CMAC Cusco",2.80892703554198,2021-08-01
"1079","PréstamosPeq",2021,8,"CMAC Huancayo",4.03214496260367,2021-08-01
"1080","PréstamosPeq",2021,8,"CMAC Piura",8.21286951492101,2021-08-01
"1081","Créditos a microempresas",2021,8,"CMAC Arequipa",3.51991393505205,2021-08-01
"1082","Créditos a microempresas",2021,8,"CMAC Cusco",3.55583715495138,2021-08-01
"1083","Créditos a microempresas",2021,8,"CMAC Huancayo",3.61391458541305,2021-08-01
"1084","Créditos a microempresas",2021,8,"CMAC Piura",8.0404922473294,2021-08-01
"1085","PréstamosMicro",2021,8,"CMAC Arequipa",3.51991393505205,2021-08-01
"1086","PréstamosMicro",2021,8,"CMAC Cusco",3.55585959155579,2021-08-01
"1087","PréstamosMicro",2021,8,"CMAC Huancayo",3.61391458541305,2021-08-01
"1088","PréstamosMicro",2021,8,"CMAC Piura",8.02532219850133,2021-08-01
"1089","Créditos pequeñas empresas",2021,9,"CMAC Arequipa",4.12952958033094,2021-09-01
"1090","Créditos pequeñas empresas",2021,9,"CMAC Cusco",3.20829860636805,2021-09-01
"1091","Créditos pequeñas empresas",2021,9,"CMAC Huancayo",4.11344131519664,2021-09-01
"1092","Créditos pequeñas empresas",2021,9,"CMAC Piura",7.7488662695404,2021-09-01
"1093","PréstamosPeq",2021,9,"CMAC Arequipa",4.12952958033094,2021-09-01
"1094","PréstamosPeq",2021,9,"CMAC Cusco",3.20836401722061,2021-09-01
"1095","PréstamosPeq",2021,9,"CMAC Huancayo",4.1136490260313,2021-09-01
"1096","PréstamosPeq",2021,9,"CMAC Piura",7.75482041238188,2021-09-01
"1097","Créditos a microempresas",2021,9,"CMAC Arequipa",3.48577864933559,2021-09-01
"1098","Créditos a microempresas",2021,9,"CMAC Cusco",3.45678189154529,2021-09-01
"1099","Créditos a microempresas",2021,9,"CMAC Huancayo",3.03065030548217,2021-09-01
"1100","Créditos a microempresas",2021,9,"CMAC Piura",6.38216890702075,2021-09-01
"1101","PréstamosMicro",2021,9,"CMAC Arequipa",3.48577864933559,2021-09-01
"1102","PréstamosMicro",2021,9,"CMAC Cusco",3.45678950135248,2021-09-01
"1103","PréstamosMicro",2021,9,"CMAC Huancayo",3.03065030548217,2021-09-01
"1104","PréstamosMicro",2021,9,"CMAC Piura",6.36851016666611,2021-09-01
